Unnamed: 0,domain,phylum,class,order,family,genus,species,Breast (N),Breast (NAT),Breast (T),Lung (NAT),Lung (T),Melanoma (T),Pancreas (T),Ovary (N+NAT),Ovary (T),Bone (T),GBM (T),Colon (NAT),Colon (T),row_sum
2163,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2165,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthella lenta,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1065,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2260,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1103,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2271,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1225,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2273,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1235,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2274,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1237,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2279,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1301,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2285,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1345,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2286,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1358,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2291,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1397,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2306,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1509,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2311,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1566,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2326,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1694,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2329,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1707,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2330,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1708,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2334,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1715,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2335,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1722,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2340,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1732,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2342,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1750,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2347,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1771,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2349,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species178,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2355,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1822,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2362,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1857,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2368,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1901,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2377,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1940,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2385,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species1991,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2393,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species2065,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2394,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species2070,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2407,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species2173,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2417,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species2278,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2429,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species354,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2436,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species385,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2437,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species388,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2441,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species429,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2449,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species462,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2453,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species578,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2463,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species715,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2477,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species885,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Unknown species919,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2490,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2495,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,0,0,0,0,0,1,0,0,0,0,0,1,1,3
2496,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2499,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2503,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,0,0,0,0,0,0,0,1,0,0,0,1,1,3
2505,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2507,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2508,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2509,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2510,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2512,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Unknown genus18,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2517,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2524,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species38,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2525,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2528,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species46,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2529,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species50,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2530,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species54,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2532,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Unknown species8,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2533,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Unknown species101,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2549,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Unknown genus33,Unknown species2,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2555,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,Prevotella Unknown,1,0,1,1,1,0,1,0,0,0,0,1,1,7
2556,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,Prevotella tannerae,0,0,1,0,0,0,0,0,0,0,0,1,1,3
2572,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species1016,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2579,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species1047,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2613,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species161,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2625,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species274,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2709,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species904,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2718,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species954,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2720,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Unknown species959,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2735,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella,Barnesiella intestinihominis,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2762,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Unknown species176,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2769,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Unknown species238,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2777,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides distasonis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2778,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides goldsteinii,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2780,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides merdae,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2783,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species103,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2785,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species115,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2794,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species165,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2807,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species275,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2811,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species308,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2813,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species316,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2819,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species332,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2841,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unknown species392,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2866,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2884,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Unknown species43,0,1,1,0,0,0,0,0,0,0,0,0,0,2
2893,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species1051,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2909,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species122,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2914,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species1293,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2920,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species1330,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2923,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species1336,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2948,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species1498,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2962,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species1685,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2989,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species37,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3027,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Unknown species932,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3033,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3036,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3037,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3038,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3040,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3046,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,0,1,1,0,0,0,0,0,0,0,0,0,1,3
3051,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,0,0,1,0,0,0,0,0,0,0,0,1,0,2
3053,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3055,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pallens,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3058,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3059,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis,1,1,1,1,0,0,0,0,0,0,0,0,0,4
3062,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3063,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3064,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3065,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3085,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unknown species231,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3093,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unknown species242,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3097,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unknown species262,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3098,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unknown species276,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3099,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unknown species290,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3103,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unknown species74,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3157,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,Unknown genus41,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3169,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,Unknown genus491,Unknown species5,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,Unknown genus730,Unknown species3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3241,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown family,Unknown genus1586,Unknown species1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3301,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,Unknown species85,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3469,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Unknown species9,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3523,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Unknown species119,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3538,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Unknown species198,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3548,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Unknown species48,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3553,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3555,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga leadbetteri,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3556,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea,0,0,1,0,0,0,0,0,0,0,0,1,0,2
3562,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Unknown species6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3577,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium hispanicum,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3798,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3819,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wautersiella,Empedobacter falsenii,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3823,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unknown genus2,Unknown species11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3831,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Unknown genus43,Unknown species17,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3910,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unknown species96,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3925,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Unknown species26,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3928,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Unknown species38,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3935,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Unknown species82,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3939,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,Unknown species10,0,1,1,0,0,0,0,0,0,0,0,0,0,2
3941,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,Unknown species18,1,1,1,0,0,0,0,0,0,0,0,0,0,3
3942,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,Unknown species6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4033,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,Unknown species200,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4154,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Unknown species12,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4168,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium daejeonense,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4355,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Unknown species1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
4377,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Unknown species84,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4521,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus116,Unknown species17,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4523,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus116,Unknown species19,0,1,1,0,0,0,0,0,0,0,0,0,0,2
4530,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus118,Unknown species16,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4541,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species10,0,1,1,0,0,0,0,0,0,0,0,0,0,2
4543,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species12,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4549,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4556,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4564,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4567,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus123,Unknown species9,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4568,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus125,Unknown species1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4571,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus125,Unknown species16,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4602,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus2,Unknown species8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
