Unnamed: 0,domain,phylum,class,order,family,genus,species,Breast (N),Breast (NAT),Breast (T),Lung (NAT),Lung (T),Melanoma (T),Pancreas (T),Ovary (N+NAT),Ovary (T),Bone (T),GBM (T),Colon (NAT),Colon (T),row_sum
4603,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus2,Unknown species9,1,0,1,0,0,0,0,0,0,0,0,0,0,2
4605,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus20,Unknown species2,0,1,1,0,1,0,0,0,0,0,0,0,0,3
4619,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,Unknown family,Unknown genus39,Unknown species8,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4662,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,Phormidium Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4719,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus kestanbolensis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4750,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1098,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4793,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1389,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4868,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4886,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Unknown species208,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4924,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus anthracis,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4932,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus flexus,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4951,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus subtilis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4993,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species100,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4996,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species123,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4999,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species128,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5000,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species129,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5009,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species29,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5018,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species91,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5019,Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species96,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5090,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown genus75,Unknown species1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5091,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown genus81,Unknown species3,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5106,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus boronitolerans,0,0,1,0,0,0,0,0,0,0,1,0,0,2
5133,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium okeanokoites,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5150,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5179,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus psychrophilus,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5190,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus qingdaonensis,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5191,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus roseus,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5206,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species161,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5255,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species580,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5277,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species663,0,0,1,1,0,0,0,0,0,0,0,0,0,2
5285,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species686,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5286,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species691,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5302,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species8,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5305,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species810,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5308,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species841,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5314,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae,0,0,1,1,0,0,0,0,0,0,0,0,0,2
5315,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,0,1,1,0,0,1,0,0,0,0,0,0,0,3
5318,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5319,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus cohnii,0,1,1,0,0,0,0,0,1,0,0,0,0,3
5320,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus devriesei,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5322,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5324,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5327,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5330,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5331,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pettenkoferi,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5333,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus,0,1,1,0,1,0,0,0,0,0,0,0,0,3
5335,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sciuri,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5338,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,0,1,1,1,1,0,0,0,0,0,0,0,0,4
5362,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown species,Exiguobacterium,Exiguobacterium aurantiacum,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5369,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown species,Gemella,Unknown species26,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5377,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown species,Gemella,Gemella haemolysans,0,1,1,0,0,0,0,0,0,0,0,1,0,3
5379,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown species,Gemella,Gemella sanguinis,0,0,1,0,0,0,0,0,0,0,0,1,1,3
5381,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Unknown genus10,Unknown species2,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5382,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Unknown genus11,Unknown species1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5402,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species183,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5404,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species20,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5407,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species229,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5408,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species231,0,0,1,0,0,0,0,0,0,0,0,0,1,2
5439,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species298,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5441,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species310,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5442,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species313,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5444,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species315,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5454,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,Unknown species60,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5464,Bacteria,Firmicutes,Bacilli,Gemellales,Unknown family,Unknown genus6,Unknown species2,0,1,1,0,1,0,0,0,0,0,0,0,0,3
5465,Bacteria,Firmicutes,Bacilli,Gemellales,Unknown family,Unknown genus6,Unknown species3,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5474,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Unknown species1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5475,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Unknown species10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5478,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Unknown species30,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5483,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,Alloiococcus otitis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5527,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,Desemzia incerta,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5537,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Unknown species137,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5543,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Unknown species31,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5545,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Unknown species37,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5550,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Unknown species85,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5552,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,0,1,1,0,0,0,1,0,0,0,0,1,1,5
5553,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5569,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Unknown species169,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5577,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,0,0,1,1,0,0,0,0,0,0,0,0,0,2
5580,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5582,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,0,0,0,0,0,1,0,0,0,0,1,1,3
5583,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5627,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Unknown species479,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5635,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Unknown species541,1,0,1,0,0,0,0,0,0,0,0,0,0,2
5642,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Unknown species600,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5666,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5674,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5679,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5683,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5687,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners,0,1,1,0,1,0,0,0,0,0,0,0,0,3
5692,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kitasatonis,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5702,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5705,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5706,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5707,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5711,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5724,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc citreum,0,0,1,1,0,0,0,1,0,0,0,0,0,3
5725,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc gasicomitatum,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5730,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,0,0,1,0,0,0,1,0,0,0,0,0,0,2
5734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella confusa,0,0,0,1,1,0,0,1,0,0,0,0,0,3
5745,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unknown species15,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unknown species27,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5753,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Unknown species9,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5754,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus chungangensis,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5758,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus raffinolactis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5786,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1244,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5790,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1269,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5808,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1432,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5838,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1614,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5841,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species162,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5852,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1737,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5855,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1751,0,1,0,0,0,0,0,0,0,0,0,1,1,3
5859,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species176,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5862,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1764,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5865,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1769,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5878,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1790,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5880,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1793,0,0,1,0,0,0,0,0,0,0,0,1,1,3
5884,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1800,0,0,0,0,0,0,0,0,0,0,0,1,1,2
5897,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1818,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5909,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1853,0,1,1,0,0,0,0,0,0,0,0,0,0,2
5915,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1871,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5933,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1898,0,0,1,0,0,0,0,0,0,0,0,1,0,2
5935,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1903,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5937,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1906,0,0,1,0,0,0,0,0,0,0,0,1,1,3
5940,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1911,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5953,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species196,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5959,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1995,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5962,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2018,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5968,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2029,0,1,1,0,0,0,0,0,0,1,0,0,0,3
5969,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2033,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5987,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2118,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5989,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2123,0,0,1,0,1,0,0,0,0,0,0,0,0,2
5999,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2182,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6000,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2183,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6003,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2199,0,1,1,0,0,0,0,0,0,0,0,0,0,2
6007,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species225,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6021,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species2337,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6039,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species243,0,1,1,0,0,0,0,0,0,0,0,0,0,2
6051,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species271,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6064,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species342,0,1,1,1,0,0,0,0,0,0,0,0,1,4
6066,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species346,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6067,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species36,0,0,1,0,0,0,0,0,0,0,0,1,1,3
6076,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species412,0,0,1,0,0,0,0,0,0,0,0,0,1,2
6092,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species544,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6102,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species596,0,0,1,0,0,0,0,0,0,0,0,1,1,3
6107,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species63,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6108,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species648,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6109,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species650,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6118,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species729,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6126,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species782,1,0,1,0,0,0,0,0,0,0,0,0,0,2
6129,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species842,0,0,1,0,1,0,0,0,0,0,0,0,0,2
6157,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Enterococcus durans,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6158,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Enterococcus faecium,0,0,1,0,1,0,0,0,0,0,0,1,1,4
6161,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,0,1,1,0,0,0,1,0,0,0,0,0,0,3
6162,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,0,0,1,0,0,0,0,0,0,0,0,1,1,3
6165,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6173,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,0,1,1,0,0,0,0,0,0,0,0,0,0,2
6174,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,1,1,1,1,0,0,0,0,0,0,0,0,0,4
6177,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,0,0,1,0,0,0,0,0,0,0,0,1,1,3
6181,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0,0,1,0,0,0,0,0,0,0,0,1,1,3
6182,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,0,1,1,0,1,0,0,0,0,0,0,1,1,5
6183,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus peroris,0,0,0,0,0,0,0,0,0,0,0,1,1,2
6184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,0,0,1,1,0,0,0,0,0,0,0,1,1,4
6194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vestibularis,0,0,1,0,0,0,0,0,0,0,0,0,0,1
