Unnamed: 0,domain,phylum,class,order,family,genus,species,Breast (N),Breast (NAT),Breast (T),Lung (NAT),Lung (T),Melanoma (T),Pancreas (T),Ovary (N+NAT),Ovary (T),Bone (T),GBM (T),Colon (NAT),Colon (T)
5730,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,0,0,1,0,0,0,1,0,0,0,0,0,0
5734,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella confusa,0,0,0,1,1,0,0,1,0,0,0,0,0
5754,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus chungangensis,0,1,0,0,0,0,0,0,0,0,0,0,0
5755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,0,0,1,0,0,0,0,0,0,0,0,0,0
5758,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus raffinolactis,0,0,1,0,0,0,0,0,0,0,0,0,0
6157,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Enterococcus durans,0,0,0,0,0,0,0,0,0,0,0,1,0
6158,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Enterococcus faecium,0,0,1,0,1,0,0,0,0,0,0,1,1
6161,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,0,1,1,0,0,0,1,0,0,0,0,0,0
6162,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,0,0,1,0,0,0,0,0,0,0,0,1,1
6165,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,0,0,0,0,0,0,0,0,0,0,0,1,1
6166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,0,0,1,0,0,0,0,0,0,0,0,0,0
6173,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,0,1,1,0,0,0,0,0,0,0,0,0,0
6174,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,0,0,0,0,0,0,0,0,0,0,0,1,0
6175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,1,1,1,1,0,0,0,0,0,0,0,0,0
6177,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,0,0,0,0,0,0,0,0,0,0,0,1,0
6180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,0,0,1,0,0,0,0,0,0,0,0,1,1
6181,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0,0,1,0,0,0,0,0,0,0,0,1,1
6182,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,0,1,1,0,1,0,0,0,0,0,0,1,1
6183,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus peroris,0,0,0,0,0,0,0,0,0,0,0,1,1
6184,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,0,0,1,1,0,0,0,0,0,0,0,1,1
6194,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vestibularis,0,0,1,0,0,0,0,0,0,0,0,0,0
6342,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,0,0,0,0,0,0,0,0,0,0,0,1,1
6416,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,Clostridium paraputrificum,0,0,0,0,0,0,0,0,0,0,0,1,0
6434,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium brachy,0,0,1,0,0,0,0,0,0,0,0,0,1
6443,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,0,0,0,0,0,0,0,0,0,0,0,1,1
7735,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis,0,0,0,0,0,0,0,0,0,0,0,1,1
7736,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum,0,0,0,0,0,0,0,1,0,0,0,1,1
8037,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium bolteae,0,0,0,0,0,0,0,0,0,0,0,1,1
8038,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium celerecrescens,0,0,1,0,0,0,0,0,0,0,0,0,0
8039,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium citroniae,0,0,0,0,0,0,0,0,0,0,0,0,1
8040,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium clostridioforme,0,0,0,0,0,0,0,0,0,0,0,1,1
8042,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium lavalense,0,0,0,0,0,0,0,0,0,0,0,1,1
8043,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Clostridium symbiosum,0,0,0,0,0,0,0,0,0,0,0,1,1
8044,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,Hungatella hathewayi,0,0,0,0,0,0,0,0,0,0,0,1,1
8059,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,Clostridium lactatifermentans,0,0,0,0,0,0,0,0,0,0,0,1,0
8219,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,0,0,0,0,0,0,0,0,0,0,0,1,1
8220,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,0,0,0,0,0,0,0,0,0,0,0,1,1
8221,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,0,0,0,0,0,0,0,0,0,0,0,1,1
8320,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,0,0,0,0,0,0,0,0,0,0,0,1,1
8321,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,0,0,0,0,0,0,0,0,0,0,0,1,1
8343,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Eubacterium saburreum,0,0,0,0,0,1,0,0,0,0,0,0,0
8344,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum orale,0,0,0,0,0,0,0,0,0,0,0,1,0
8414,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,Moryella indoligenes,0,0,0,0,0,0,0,0,0,0,0,1,0
8422,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,0,0,0,0,0,0,0,0,0,0,0,0,1
8559,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis,0,0,0,0,0,0,0,0,0,0,0,1,1
8560,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,0,0,0,0,0,0,0,0,0,0,0,1,1
8561,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,1
8562,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,0,0,0,0,0,0,0,0,0,0,0,1,1
8565,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,Ruminococcus gnavus,0,0,0,0,0,0,0,0,0,0,0,1,1
8566,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,Ruminococcus torques,0,0,0,0,0,0,0,0,0,0,0,1,1
8717,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium XI,Clostridium bartlettii,0,0,0,0,0,0,0,0,0,0,0,1,1
8726,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus stomatis,0,0,1,0,0,0,0,0,0,0,0,0,0
9261,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,0,0,1,1,0,0,0,0,0,0,0,1,1
9264,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,0,0,0,0,0,0,0,0,0,0,0,1,1
9760,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii,0,0,0,0,0,0,0,0,0,0,0,1,1
9761,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus,0,0,0,0,0,0,0,0,0,0,0,0,1
10298,Bacteria,Firmicutes,Clostridia,Clostridiales,Unknown species,Parvimonas,Parvimonas micra,0,0,0,0,0,0,0,0,0,0,0,1,1
10513,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,Selenomonas noxia,0,0,1,0,0,0,0,0,0,0,0,0,0
10545,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,Veillonella dispar,0,1,1,0,1,0,1,0,0,0,0,1,1
10546,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,Veillonella parvula,0,1,1,0,0,0,0,0,0,0,0,1,1
10616,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Eubacterium,Eubacterium biforme,0,0,0,0,0,0,0,0,0,0,0,1,1
10626,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia extructa,0,0,0,0,0,0,0,0,0,0,0,1,0
10641,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium XVIII,Clostridium ramosum,0,0,0,0,0,0,0,0,0,0,0,1,1
10644,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Bulleidia moorei,0,0,1,0,0,0,0,0,0,0,0,1,1
10648,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Dialister pneumosintes,0,0,0,0,0,0,0,0,0,0,0,1,1
10726,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,1,1,1,0,0,0,1,0,0,0,0,1,1
10727,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum,0,1,1,0,0,0,0,0,0,0,0,0,0
10774,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,0,0,1,0,0,0,0,0,0,0,0,0,0
10777,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia hongkongensis,0,0,0,0,0,0,0,0,0,0,0,1,0
10779,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia trevisanii,0,0,0,0,0,0,0,0,0,0,0,1,1
10780,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,0,1,1,0,0,0,0,0,0,0,0,0,0
11417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum haematophilum,0,0,1,0,0,0,0,0,0,0,0,0,0
11428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum,Pseudochrobactrum saccharolyticum,0,0,1,0,0,0,0,0,0,0,0,0,0
11650,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium fujisawaense,0,0,0,1,0,0,0,0,0,0,0,0,0
11656,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium mesophilicum,0,1,0,1,0,0,0,0,0,0,0,0,0
11660,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium phyllosphaerae,0,1,1,0,0,0,0,0,0,0,0,0,0
11772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,0,0,1,0,0,0,0,0,0,0,0,0,0
12106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus chinensis,0,0,1,0,0,0,0,0,0,0,0,0,0
12109,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus marcusii,0,1,1,0,1,1,0,0,0,0,0,0,0
12110,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus marinus,0,0,1,0,0,0,0,0,0,0,0,0,0
12227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium roseum,0,0,1,0,0,0,0,0,0,0,0,0,0
12289,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas mucosa,0,0,0,1,1,0,0,0,1,0,0,0,0
12434,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis,0,0,1,0,0,0,0,0,0,0,0,0,0
12674,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingomonas yanoikuyae,1,0,0,1,0,0,0,0,0,1,0,0,0
12931,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas roseiflava,0,0,1,0,0,0,0,0,0,0,0,0,0
12934,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas wittichii,0,0,1,1,0,0,0,0,0,0,0,0,0
12937,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas yunnanensis,0,0,0,1,1,0,0,0,0,0,0,0,0
12998,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter denitrificans,0,1,0,0,0,0,0,0,0,0,0,0,0
13005,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,0,0,1,0,0,0,0,0,0,0,0,0,0
13018,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,0,0,1,0,1,0,0,0,0,0,0,0,0
13157,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus respiraculi,0,0,1,0,0,0,0,0,0,0,0,0,0
13194,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax temperans,0,1,0,1,1,0,0,0,0,0,0,0,0
13395,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter nitroreducens,0,1,1,0,0,0,0,0,0,0,0,0,0
13613,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,Schlegelella aquatica,0,0,0,0,0,0,0,1,0,0,0,0,0
13898,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia haematophila,0,1,0,0,0,0,0,0,0,0,0,0,0
13902,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia oculi,0,1,0,0,0,0,0,0,0,0,0,0,0
13904,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia timonae,0,0,1,0,0,0,0,0,0,0,0,0,0
13907,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Naxibacter suwonensis,0,0,1,0,0,0,0,0,0,0,0,0,0
13920,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum aurantiacum,0,0,0,0,1,0,0,0,0,0,0,0,0
13994,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,0,0,0,0,0,0,0,0,0,0,0,0,1
14087,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens,0,0,0,0,0,1,0,0,0,0,0,1,1
14108,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella oralis,0,1,1,0,0,0,0,0,0,0,0,0,0
14166,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata,0,0,1,0,0,0,0,0,0,0,0,0,0
14169,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria macacae,0,0,1,0,1,0,0,0,0,0,1,0,0
14172,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria oralis,0,0,1,0,0,0,0,0,0,0,0,0,0
14173,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria perflava,0,1,1,0,0,0,0,0,0,0,0,0,0
14174,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,0,1,1,0,0,0,1,0,0,0,0,0,0
14384,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,0,0,0,0,0,0,0,0,0,0,0,0,1
14526,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter nitrofigilis,0,1,0,0,0,0,0,0,0,0,0,0,0
14545,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,0,0,0,0,0,0,0,0,0,0,0,1,0
14547,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter gracilis,0,0,1,0,0,0,0,0,0,0,0,1,0
14551,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter ureolyticus,1,0,0,0,0,0,0,0,0,0,0,0,0
14571,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas caviae,0,0,1,0,0,0,0,0,0,0,0,0,0
14574,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,1,1,1,1,0,0,0,1,0,0,0,0,0
14575,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas jandaei,0,0,1,0,0,0,0,0,0,0,0,0,0
14578,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas punctata,0,0,1,0,0,0,0,0,0,0,0,0,0
14582,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,0,0,1,0,0,0,0,0,0,0,0,0,0
14680,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella decolorationis,0,0,1,0,0,0,1,0,0,0,0,0,0
14683,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella putrefaciens,0,0,1,0,0,0,0,0,0,0,0,0,0
14707,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium valvarum,0,0,1,0,0,0,0,0,0,0,0,0,0
14775,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,0,0,1,0,1,0,1,0,0,0,0,0,0
14846,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter aerogenes,0,1,1,0,0,0,1,0,0,0,0,0,1
14847,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,0,0,1,0,0,0,1,0,0,1,0,1,0
14848,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus,0,0,1,0,0,0,0,0,0,0,0,1,1
14849,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,0,1,1,0,0,0,1,0,0,0,1,1,1
14918,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia persicina,0,0,1,0,0,0,0,0,0,0,0,0,0
15019,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,Escherichia/Shigella fergusonii,0,0,0,0,0,0,0,0,0,0,0,1,1
15030,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Gluconacetobacter,Gluconacetobacter liquefaciens,0,1,0,0,0,0,0,0,0,0,0,0,0
15054,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,0,0,0,0,0,0,1,0,0,0,0,0,0
15055,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,1,0,0,1,0,1,0,0,0,0,1,0
15062,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella morganii,0,0,0,0,0,0,0,0,0,0,0,1,1
15067,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea agglomerans,0,0,1,0,0,0,0,0,0,0,0,0,0
15070,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea brenneri,0,0,0,0,0,0,0,0,0,0,0,0,1
15115,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Rahnella aquatilis,0,0,1,0,0,0,0,0,0,0,0,0,0
15119,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia marcescens,0,0,1,0,0,0,0,0,0,0,0,0,0
15215,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas venusta,0,0,1,0,0,0,0,0,0,0,0,0,0
15245,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis,0,0,1,0,0,0,0,0,0,0,0,0,0
15307,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii,0,0,1,0,0,0,0,0,0,0,0,0,0
15324,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter ursingii,0,0,1,0,0,0,0,0,0,0,0,0,0
15484,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,0,1,1,0,0,0,0,0,0,0,0,0,0
15499,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter cryohalolentis,0,0,1,0,0,0,0,0,0,0,0,0,0
15657,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,0,1,1,0,0,0,0,0,0,0,0,0,0
15659,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alcaligenes,0,1,1,0,0,0,0,0,0,0,0,0,0
15662,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas argentinensis,0,0,1,0,1,0,0,0,0,1,0,0,0
15664,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas asplenii,0,0,1,0,0,0,0,0,0,0,0,0,0
15666,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas baetica,0,1,1,1,1,0,0,0,0,0,0,0,0
15667,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,0,1,1,0,0,0,0,0,0,0,0,0,0
15672,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,0,0,1,0,0,0,0,0,0,0,0,0,0
15680,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas flavescens,0,0,1,0,0,0,0,0,0,0,0,0,0
15685,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva,0,0,1,0,1,0,0,0,0,0,0,0,0
15691,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas libanensis,0,0,1,0,0,0,0,0,0,0,0,0,0
15694,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mandelii,0,0,1,0,0,0,0,0,0,0,0,0,0
15695,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,0,0,1,0,0,0,1,1,0,0,0,0,0
15696,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas migulae,0,0,1,0,1,0,0,0,0,0,0,0,0
15704,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oleovorans,0,0,0,1,0,0,0,0,0,0,0,0,0
15707,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas otitidis,0,0,1,0,0,0,0,0,0,0,0,0,0
