index,ID,Breast (NAT)_sum,Breast (N)_sum,Breast (N-FA)_sum,Breast (T)_sum,Lung (NAT)_sum,Lung (T)_sum,Melanoma (T)_sum,Pancreas (T)_sum,Ovary (NAT)_sum,Ovary (N- fallop)_sum,Ovary (T)_sum,Colon (NAT)_sum,Colon (T)_sum,Bone (T)_sum,GBM (T)_sum
1577,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola_Unknown species33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola_Unknown species37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola_Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola_Unknown species67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola_Unknown species82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola_Unknown species87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Nocardioides exalbidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Nocardioides ginsengisegetis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Nocardioides iriomotensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Nocardioides mesophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides_Nocardioides nitrophenolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Propionicimonas_Unknown species10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Propionicimonas_Unknown species19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Propionicimonas_Unknown species35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Propionicimonas_Unknown species42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,Actinobacteria_Actinobacteria_Actinomycetales_Nocardiopsaceae_Nocardiopsis_Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,Actinobacteria_Actinobacteria_Actinomycetales_Nocardiopsaceae_Nocardiopsis_Nocardiopsis alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,Actinobacteria_Actinobacteria_Actinomycetales_Nocardiopsaceae_Thermobifida_Thermobifida fusca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Actinobacteria_Actinobacteria_Actinomycetales_Promicromonosporaceae_Cellulosimicrobium_Cellulosimicrobium cellulans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Auraticoccus_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Brooklawnia_Unknown species4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Brooklawnia_Brooklawnia cerclae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Friedmanniella_Friedmanniella lacustris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Luteococcus_Luteococcus japonicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Luteococcus_Luteococcus sanguinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Microlunatus_Unknown species30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Microlunatus_Unknown species36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Microlunatus_Microlunatus aurantiacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Propionibacterium_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Propioniferax_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Tessaracoccus_Unknown species122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Tessaracoccus_Unknown species87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Actinomycetospora_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Pseudonocardia_Unknown species102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Pseudonocardia_Unknown species116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Pseudonocardia_Unknown species39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Pseudonocardia_Unknown species90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Saccharopolyspora_Unknown species20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Actinobacteria_Actinobacteria_Actinomycetales_Sanguibacteraceae_Sanguibacter_Sanguibacter marinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Actinobacteria_Actinobacteria_Actinomycetales_Sporichthyaceae_Unknown genus30_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Unknown genus5_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Unknown species572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Unknown species670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Streptomyces aureus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Streptomyces bungoensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Streptomyces globisporus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Streptomyces griseoplanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_Streptomyces griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Actinobacteria_Actinobacteria_Actinomycetales_Williamsiaceae_Williamsia_Unknown species13,0,0,0,874.6773055694603,0,0,0,0,0,0,0,0,0,0,0
2027,Actinobacteria_Actinobacteria_Actinomycetales_Yaniellaceae_Yaniella_Unknown species6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Alloscardovia_Alloscardovia omnicolens,0,0,0,0,0,0,0,0,0,0,0,103.8119666699885,0,0,0
2031,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Unknown species10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Unknown species18,0,0,0,0,0,0,0,0,0,0,0,1100.524935166583,164.01121053071222,0,0
2035,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Unknown species24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Unknown species8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium angulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_Bifidobacterium minimum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Gardnerella_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Atopobium_Atopobium parvulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Olsenella_Unknown species20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Olsenella_Unknown species3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Olsenella_Unknown species34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella_Unknown species98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,Actinobacteria_Actinobacteria_Solirubrobacterales_Conexibacteraceae_Conexibacter_Unknown species2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,Actinobacteria_Actinobacteria_Solirubrobacterales_Patulibacteraceae_Patulibacter_Patulibacter minatonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,Actinobacteria_Actinobacteria_Solirubrobacterales_Solirubrobacteraceae_Solirubrobacter_Unknown species80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Slackia_Unknown species21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,Actinobacteria_MB-A2-108_0319-7L14_Unknown family_Unknown genus12_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,Actinobacteria_MB-A2-108_0319-7L14_Unknown family_Unknown genus24_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,Actinobacteria_MB-A2-108_0319-7L14_Unknown family_Unknown genus6_Unknown species1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,Actinobacteria_Nitriliruptoria_Euzebyales_Euzebyaceae_Euzebya_Unknown species6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,Actinobacteria_Rubrobacteria_Rubrobacterales_Rubrobacteraceae_Rubrobacter_Unknown species15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,Actinobacteria_Rubrobacteria_Rubrobacterales_Rubrobacteraceae_Rubrobacter_Unknown species56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,Actinobacteria_Rubrobacteria_Rubrobacterales_Rubrobacteraceae_Rubrobacter_Unknown species66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Actinobacteria_Thermoleophilia_Solirubrobacterales_Conexibacteraceae_Unknown genus13_Unknown species13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacteraceae_Solirubrobacter_Unknown species3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,Actinobacteria_Thermoleophilia_Solirubrobacterales_Unknown family_Unknown genus2_Unknown species6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,Armatimonadetes_Fimbriimonadia_Fimbriimonadales_Fimbriimonadaceae_Fimbriimonas_Unknown species15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,Armatimonadetes_Fimbriimonadia_Fimbriimonadales_Fimbriimonadaceae_Fimbriimonas_Unknown species57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,Armatimonadetes_Fimbriimonadia_Fimbriimonadales_Fimbriimonadaceae_Fimbriimonas_Unknown species63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1103,0,0,0,0,0,0,0,0,0,0,0,0,88.4591296284963,0,0
2268,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Unknown species919,0,0,0,0,0,0,0,0,0,0,0,0,144.3229126733074,0,0
2496,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides eggerthii,0,0,0,0,0,0,0,0,0,0,0,2413.756528306937,0,0,0
2497,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides faecis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides stercoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Unknown species101,0,0,0,0,0,0,0,0,0,0,0,0,233.474068496725,0,0
2535,Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Unknown species104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Unknown genus20_Unknown species6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Unknown species1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Unknown species1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Unknown species1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_Unknown species922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Paludibacter_Unknown species217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Paludibacter_Unknown species36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_Unknown species111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_Unknown species89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species308,2147.8334732365597,0,0,1588.383613619726,0,0,0,0,0,0,0,0,0,0,0
2812,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species316,0,60.9025005310285,321.7076708835124,0,0,0,0,0,0,0,0,0,0,0,0
2824,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Unknown species80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas levii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas somerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species122,0,0,0,850.8688876947779,0,0,0,0,0,0,0,0,0,0,0
2918,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1330,0,0,0,1900.0693908288167,0,0,0,0,0,0,0,0,0,0,0
2922,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Unknown species1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
