Feature ID	Taxon	Confidence
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1013	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.819662886
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species5_1014	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.949588052
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1015	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.942752519
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1016	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.938185238
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus33_Assigned_species4_1017	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.945603622
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus33_Assigned_species5_1018	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.970945801
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species5_1019	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.94563109
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1020	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.935257668
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1021	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.925715841
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1022	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.911178863
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1023	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.943034379
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus22_Assigned_species21_1024	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.910382271
Bacteria_Proteobacteria_Deltaproteobacteria_Sva0853_SAR324_Assigned_genus8_Assigned_species7_1025	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_SAR324	0.852068847
Bacteria_Proteobacteria_Deltaproteobacteria_Sva0853_SAR324_Assigned_genus8_Assigned_species7_1026	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_SAR324	0.849272611
Bacteria_Proteobacteria_Deltaproteobacteria_Sva0853_SAR324_Assigned_genus8_Assigned_species7_1027	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_SAR324	0.852372423
Bacteria_Proteobacteria_Deltaproteobacteria_Sva0853_SAR324_Assigned_genus8_Assigned_species7_1028	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_SAR324	0.825602441
Bacteria_Chloroflexi_Anaerolineae_S0208_Unknown_family_Assigned_genus76_Assigned_species8_1029	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_organism	0.999991962
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus1_Assigned_species2_1030	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.999863969
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_Assigned_species184_1031	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfatiglandales; f__Desulfatiglandaceae; g__Desulfatiglans; s__uncultured_organism	0.994746886
Bacteria_Acidobacteria_BPC102_B110_Unknown_family_Assigned_genus25_Assigned_species1_1032	d__Bacteria	1
Bacteria_Chloroflexi_Anaerolineae_S0208_Unknown_family_Assigned_genus76_Assigned_species8_1033	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_organism	0.999989412
Bacteria_Chloroflexi_Anaerolineae_S0208_Unknown_family_Assigned_genus76_Assigned_species1_1034	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_organism	0.999991883
Bacteria_Proteobacteria_Deltaproteobacteria_Unknown_order_Unknown_family_Assigned_genus308_Assigned_species3_1035	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_proteobacterium	0.711374593
Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Unknown_family_Assigned_genus184_Assigned_species7_1036	d__Bacteria; p__Myxococcota; c__Polyangia; o__VHS-B3-70; f__VHS-B3-70; g__VHS-B3-70; s__uncultured_organism	0.999999972
Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Assigned_genus156_Assigned_species1_1037	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Acidipila; s__uncultured_bacterium	0.997808653
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfovibrionales_Unknown_family_Assigned_genus5_Assigned_species1_1038	d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfoplanaceae; g__Desulfoplanes; s__uncultured_organism	0.999964583
Bacteria_Proteobacteria_Deltaproteobacteria_Spirobacillales_Unknown_family_Assigned_genus118_Assigned_species1_1039	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured; s__uncultured_organism	0.999710093
Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Unknown_family_Assigned_genus318_Assigned_species7_1040	d__Bacteria; p__Myxococcota; c__Polyangia; o__MidBa8; f__MidBa8; g__MidBa8; s__uncultured_organism	0.99999594
Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Unknown_family_Assigned_genus338_Assigned_species8_1041	d__Bacteria; p__Myxococcota; c__Polyangia; o__UASB-TL25; f__UASB-TL25; g__UASB-TL25; s__uncultured_organism	1
Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_Kofleria_Assigned_species13_1042	d__Bacteria; p__Myxococcota; c__Polyangia; o__MidBa8; f__MidBa8; g__MidBa8; s__uncultured_organism	0.997040644
Bacteria_Proteobacteria_Unknown_class_Unknown_order_Unknown_family_Assigned_genus1_Assigned_species1_1043	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Babeliales; g__Babeliales; s__uncultured_organism	0.999997103
Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Bacteriovorax_Assigned_species19_1044	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Halobacteriovorax; s__Halobacteriovorax_sp.	0.87410219
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_Assigned_species79_1045	d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfobulbaceae; g__Desulfobulbus; s__uncultured_delta	0.816920683
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species338_1046	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999719108
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species338_1047	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999699738
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species338_1048	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999716208
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species338_1049	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999581863
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species33_1050	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998322619
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species35_1051	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999263037
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species35_1052	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998815725
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species15_1053	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999154246
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species10_1054	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998990397
Bacteria_Proteobacteria_Deltaproteobacteria_Unknown_order_Unknown_family_Assigned_genus121_Assigned_species2_1055	d__Bacteria; p__Sva0485; c__Sva0485; o__Sva0485; f__Sva0485; g__Sva0485; s__uncultured_organism	0.99998992
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacter_Assigned_species11_1056	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfobacter; s__uncultured_organism	0.999999632
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species33_1057	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999841241
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species73_1058	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999991082
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species73_1059	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999996214
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species80_1060	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999998202
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species92_1061	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999994698
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species92_1062	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999993512
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species92_1063	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999995589
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species92_1064	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999994807
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfospira_Assigned_species13_1065	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__uncultured; s__uncultured_organism	0.999999999
Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Unknown_family_Assigned_genus422_Assigned_species1_1066	d__Bacteria; p__Myxococcota; c__Polyangia; o__MidBa8; f__MidBa8; g__MidBa8	0.999995344
Bacteria_TM6_SBRH58_Unknown_order_Unknown_family_Assigned_genus18_Assigned_species1_1067	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Babeliales; g__Babeliales; s__uncultured_bacterium	0.994680878
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_Shuttleworthia_satelles_1068	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Shuttleworthia; s__Shuttleworthia_satelles	0.999193857
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfofaba_Assigned_species6_1069	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfolunaceae; g__uncultured; s__uncultured_organism	1
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1070	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999534789
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1071	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999523459
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1072	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999563528
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1073	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999575721
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1074	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999519456
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1075	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999507761
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1076	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999549135
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1077	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999561718
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1078	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999600561
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1079	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999590798
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1080	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999625271
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1081	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999635806
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1082	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999632116
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1083	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999623107
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1084	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999654884
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species73_1085	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999664606
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfospira_Assigned_species12_1086	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__uncultured; s__uncultured_organism	1
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species54_1087	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999513961
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species239_1088	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998891602
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species35_1089	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999075618
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species243_1090	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.99859182
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species54_1091	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999226394
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species35_1092	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999365845
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species246_1093	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999122208
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species4_1094	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.999070806
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species4_1095	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998627193
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species4_1096	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998577784
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species4_1097	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998773848
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_Assigned_species4_1098	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfococcaceae; g__Desulfonema; s__uncultured_organism	0.998912203
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosalsimonas_Assigned_species10_1099	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__uncultured; s__uncultured_organism	0.999990277
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_Assigned_species181_1100	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfobacterium; s__uncultured_organism	1
Bacteria_Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_Assigned_genus10_Assigned_species5_1101	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured; g__uncultured; s__uncultured_organism	0.99999997
Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Assigned_genus44_Assigned_species2_1102	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__DBS1; s__uncultured_organism	1
Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Assigned_genus4_Assigned_species1_1103	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_organism	0.99239998
Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Assigned_genus4_Assigned_species1_1104	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_organism	0.993820849
Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Assigned_genus4_Assigned_species1_1105	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_organism	0.993663435
Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Assigned_genus4_Assigned_species1_1106	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_organism	0.99335937
Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Assigned_genus2_Assigned_species1_1107	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_bacterium	0.963693057
Bacteria_Proteobacteria_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Assigned_genus100_Assigned_species3_1108	d__Bacteria; p__FW113; c__FW113; o__FW113; f__FW113; g__FW113; s__uncultured_organism	0.999995421
Bacteria_Spirochaetes_GN05_LG048_Unknown_family_Assigned_genus25_Assigned_species4_1109	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__uncultured; s__uncultured_organism	0.999999984
Bacteria_WS3_PRR-12_PBS-III-9_Unknown_family_Assigned_genus39_Assigned_species5_1110	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_organism	0.999999887
Bacteria_WS3_PRR-12_PBS-III-9_Unknown_family_Assigned_genus25_Assigned_species2_1111	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_organism	0.999999932
